ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
227	"ENSG00000141699.10"	"FAM134C"	chr17	-	42586764	42586891	42587833	42587864	42586052	42586137	42592055	42592162
228	"ENSG00000204815.9"	"TTC25"	chr17	+	41935470	41935543	41935598	41935749	41935216	41935348	41936472	41936534
229	"ENSG00000073584.19"	"SMARCE1"	chr17	-	40642454	40642559	40645575	40645619	40637491	40637572	40645795	40645847
230	"ENSG00000073584.19"	"SMARCE1"	chr17	-	40642454	40642559	40645795	40645847	40637491	40637572	40647772	40647839
231	"ENSG00000008838.19"	"MED24"	chr17	-	40035721	40035795	40036115	40036154	40035116	40035349	40053297	40053380
232	"ENSG00000073605.18"	"GSDMB"	chr17	-	39906960	39906987	39908175	39908214	39906110	39906271	39908957	39909042
233	"ENSG00000073605.18"	"GSDMB"	chr17	-	39906960	39906987	39908957	39909042	39906110	39906271	39909755	39909924
234	"ENSG00000073605.18"	"GSDMB"	chr17	-	39906960	39906987	39909755	39909924	39906110	39906271	39912325	39912497
235	"ENSG00000161405.16"	"IKZF3"	chr17	-	39777650	39777767	39792672	39792933	39765283	39766493	39829386	39829488
236	"ENSG00000161405.16"	"IKZF3"	chr17	-	39777650	39777767	39788257	39788374	39765789	39766493	39791415	39791583
237	"ENSG00000161405.16"	"IKZF3"	chr17	-	39777650	39777767	39791415	39791583	39765789	39766493	39792672	39792933
238	"ENSG00000161405.16"	"IKZF3"	chr17	-	39788257	39788374	39791415	39791583	39777650	39777767	39792672	39792933
239	"ENSG00000161405.16"	"IKZF3"	chr17	-	39788257	39788374	39792672	39792933	39777650	39777767	39829386	39829488
240	"ENSG00000161405.16"	"IKZF3"	chr17	-	39791415	39791583	39792672	39792933	39788257	39788374	39829386	39829488
241	"ENSG00000161405.16"	"IKZF3"	chr17	-	39792672	39792933	39829386	39829488	39791415	39791583	39832097	39832151
242	"ENSG00000067191.15"	"CACNB1"	chr17	-	39185130	39185150	39185949	39186104	39184783	39184864	39186495	39186572
243	"ENSG00000161381.13"	"PLXDC1"	chr17	-	39126904	39127004	39137430	39137555	39109247	39109391	39139653	39139832
244	"ENSG00000278023.5"	"RDM1"	chr17	-	35922576	35922675	35924603	35924772	35920186	35920272	35925514	35925637
245	"ENSG00000196712.17"	"NF1"	chr17	+	31252937	31253000	31257686	31257726	31248983	31249119	31258343	31258502
246	"ENSG00000268434.5"	"AC011530.4"	chr19	-	45780213	45780381	45782192	45782250	45779777	45779869	45785593	45785713
247	"ENSG00000167549.18"	"CORO6"	chr17	-	29617499	29617619	29618047	29618167	29616937	29617042	29618789	29618971
248	"ENSG00000179761.11"	"PIPOX"	chr17	+	29010959	29011146	29040682	29040790	28953363	28953408	29044858	29045007
249	"ENSG00000132589.15"	"FLOT2"	chr17	-	28884224	28884315	28885856	28885947	28883107	28883231	28888944	28889026
250	"ENSG00000228315.11"	"KB-1572G7.1"	chr22	-	23695172	23695517	23700725	23700845	23683724	23683867	23705428	23705541
251	"ENSG00000273018.6"	"CTD-2303H24.2"	chr17	-	18521078	18521145	18523776	18523877	18519481	18519674	18528572	18528747
252	"ENSG00000273018.6"	"CTD-2303H24.2"	chr17	-	18523776	18523877	18528572	18528747	18519481	18519674	18532505	18532597
253	"ENSG00000175662.17"	"TOM1L2"	chr17	-	17882704	17882863	17884633	17884768	17879626	17879743	17893660	17893810
254	"ENSG00000175662.17"	"TOM1L2"	chr17	-	17884633	17884768	17893660	17893810	17882704	17882863	17898595	17898674
255	"ENSG00000175061.17"	"LRRC75A-AS1"	chr17	+	16439326	16439414	16439659	16439703	16439037	16439060	16440184	16440253
256	"ENSG00000175061.17"	"LRRC75A-AS1"	chr17	+	16441073	16441130	16460892	16461245	16440184	16440253	16462832	16462941
257	"ENSG00000214941.7"	"ZSWIM7"	chr17	-	15981039	15981144	15986799	15986892	15977726	15978163	15987265	15987368
258	"ENSG00000187607.15"	"ZNF286A"	chr17	+	15701151	15701240	15706476	15706501	15699739	15699777	15708154	15708247
259	"ENSG00000006695.10"	"COX10"	chr17	+	14076734	14077056	14102117	14102242	14074322	14074456	14159876	14159947
260	"ENSG00000141052.17"	"MYOCD"	chr17	+	12756413	12756557	12758084	12758213	12752413	12753346	12760649	12760707
261	"ENSG00000065559.14"	"MAP2K4"	chr17	+	12054888	12054991	12081355	12081530	12020869	12021001	12095574	12095694
262	"ENSG00000141506.13"	"PIK3R5"	chr17	-	8889972	8890126	8890737	8890912	8889138	8889222	8893585	8893655
263	"ENSG00000161955.16"	"TNFSF13"	chr17	+	7559623	7559702	7559850	7559893	7559067	7559297	7560048	7560167
264	"ENSG00000132530.16"	"XAF1"	chr17	+	6758861	6758959	6759255	6759519	6758088	6758224	6759661	6759718
265	"ENSG00000132530.16"	"XAF1"	chr17	+	6759255	6759718	6759840	6759881	6758088	6758224	6760405	6760601
266	"ENSG00000132530.16"	"XAF1"	chr17	+	6759661	6759718	6759840	6759881	6758088	6758224	6760405	6760601
267	"ENSG00000132530.16"	"XAF1"	chr17	+	6760405	6760601	6762154	6762240	6758088	6758224	6770642	6770984
268	"ENSG00000198920.9"	"KIAA0753"	chr17	-	6623508	6623571	6623606	6623688	6622881	6623097	6624754	6624861
269	"ENSG00000129197.14"	"RPAIN"	chr17	+	5425970	5426082	5426235	5426299	5422768	5422829	5428070	5428211
270	"ENSG00000129197.14"	"RPAIN"	chr17	+	5425970	5426299	5428070	5428211	5422768	5422829	5432541	5432876
271	"ENSG00000129197.14"	"RPAIN"	chr17	+	5426235	5426299	5428070	5428211	5422768	5422829	5432541	5432876
272	"ENSG00000129197.14"	"RPAIN"	chr17	+	5426235	5426299	5428070	5428211	5425970	5426082	5432541	5432876
273	"ENSG00000040531.14"	"CTNS"	chr17	+	3640187	3640267	3654997	3655101	3637106	3637316	3655220	3655352
274	"ENSG00000174238.14"	"PITPNA"	chr17	-	1541641	1541649	1543019	1543027	1541565	1541640	1548295	1548387
275	"ENSG00000223959.8"	"AFG3L1P"	chr16	+	89977638	89977802	89978809	89978878	89972585	89972765	89980241	89980336
276	"ENSG00000140995.16"	"DEF8"	chr16	+	89949416	89949513	89954242	89954376	89948794	89948814	89955168	89955266
277	"ENSG00000140995.16"	"DEF8"	chr16	+	89950066	89950306	89952557	89952682	89949416	89949513	89954242	89954376
278	"ENSG00000140995.16"	"DEF8"	chr16	+	89950066	89950306	89952561	89952682	89949416	89949513	89954242	89954376
279	"ENSG00000140995.16"	"DEF8"	chr16	+	89950066	89950328	89952557	89952682	89949416	89949513	89954242	89954376
280	"ENSG00000140995.16"	"DEF8"	chr16	+	89950066	89950328	89952561	89952682	89949416	89949513	89954242	89954376
281	"ENSG00000187741.14"	"FANCA"	chr16	-	89749729	89749902	89752137	89752222	89748658	89748767	89758576	89758705
282	"ENSG00000187741.14"	"FANCA"	chr16	-	89752137	89752222	89758576	89758705	89749729	89749902	89761948	89762022
283	"ENSG00000197912.15"	"SPG7"	chr16	+	89526328	89526468	89529134	89529524	89524005	89524247	89530682	89530808
284	"ENSG00000197912.15"	"SPG7"	chr16	+	89536764	89536948	89540943	89541346	89532462	89532636	89544647	89544772
285	"ENSG00000197912.15"	"SPG7"	chr16	+	89536764	89536948	89540943	89541384	89532462	89532636	89544647	89544772
286	"ENSG00000197912.15"	"SPG7"	chr16	+	89536764	89536948	89540943	89542279	89532462	89532636	89544647	89544772
287	"ENSG00000197912.15"	"SPG7"	chr16	+	89548979	89549336	89549499	89549713	89548002	89548113	89550493	89550609
288	"ENSG00000197912.15"	"SPG7"	chr16	+	89549080	89549336	89549499	89549713	89548002	89548113	89550493	89550609
289	"ENSG00000182944.17"	"EWSR1"	chr22	+	29288605	29288786	29288986	29289062	29286922	29287134	29291564	29291599
290	"ENSG00000205022.9"	"PABPN1L"	chr16	-	88864852	88864940	88865021	88865128	88864236	88864379	88865562	88865630
291	"ENSG00000103248.18"	"MTHFSD"	chr16	-	86551972	86552146	86552178	86552292	86548463	86548577	86554644	86554751
292	"ENSG00000103248.18"	"MTHFSD"	chr16	-	86551972	86552146	86554644	86554748	86548463	86548577	86555168	86555235
293	"ENSG00000103248.18"	"MTHFSD"	chr16	-	86551972	86552146	86554644	86554751	86548463	86548577	86555168	86555235
294	"ENSG00000103248.18"	"MTHFSD"	chr16	-	86552032	86552146	86552178	86552292	86548463	86548577	86554644	86554748
295	"ENSG00000103248.18"	"MTHFSD"	chr16	-	86552032	86552146	86554644	86554748	86548463	86548577	86555168	86555235
296	"ENSG00000103248.18"	"MTHFSD"	chr16	-	86552032	86552146	86554644	86554751	86548463	86548577	86555168	86555235
297	"ENSG00000183765.20"	"CHEK2"	chr22	-	28724564	28724923	28724976	28725124	28719394	28719485	28725242	28725367
298	"ENSG00000183765.20"	"CHEK2"	chr22	-	28724885	28724923	28724976	28725124	28711908	28712017	28725242	28725367
299	"ENSG00000183765.20"	"CHEK2"	chr22	-	28724885	28724923	28724976	28725124	28719394	28719485	28725242	28725367
300	"ENSG00000166473.17"	"PKD1L2"	chr16	-	81177806	81177983	81179644	81179786	81175604	81175750	81181150	81181327
301	"ENSG00000170100.13"	"ZNF778"	chr16	+	89223156	89223283	89224718	89224802	89222091	89222183	89225554	89225631
302	"ENSG00000103121.8"	"CMC2"	chr16	-	80978241	80978415	80980769	80980879	80975801	80976179	80981805	80981877
303	"ENSG00000103121.8"	"CMC2"	chr16	-	80988539	80988596	80991753	80991957	80981805	80981877	80997313	80997429
304	"ENSG00000103121.8"	"CMC2"	chr16	-	80988539	80988596	80996922	80997020	80981805	80981877	80997313	80997429
305	"ENSG00000103121.8"	"CMC2"	chr16	-	80991753	80991957	80996922	80997020	80981805	80981877	80997313	80997429
306	"ENSG00000166446.14"	"CDYL2"	chr16	-	80662744	80662747	80670943	80670946	80633018	80633236	80684537	80685129
307	"ENSG00000166446.14"	"CDYL2"	chr16	-	80662744	80662747	80679733	80679736	80633018	80633236	80684537	80685129
308	"ENSG00000166446.14"	"CDYL2"	chr16	-	80670943	80670946	80679733	80679736	80633018	80633236	80684537	80685129
309	"ENSG00000259867.5"	"RP11-525K10.3"	chr16	-	80160231	80160306	80491216	80491571	80159336	80159455	80528641	80528786
310	"ENSG00000186153.16"	"WWOX"	chr16	+	78164182	78164289	78756939	78757015	78114975	78115154	79211607	79212667
311	"ENSG00000140876.11"	"NUDT7"	chr16	+	77735393	77735507	77735827	77735986	77725430	77725584	77741581	77742260
312	"ENSG00000257017.8"	"HP"	chr16	+	72056529	72056631	72058253	72058355	72056160	72056243	72059113	72059188
313	"ENSG00000039068.18"	"CDH1"	chr16	+	68808692	68808848	68810196	68810341	68808423	68808567	68811683	68811859
314	"ENSG00000132600.16"	"PRMT7"	chr16	+	68321425	68321462	68324682	68324832	68315896	68316074	68329065	68329174
315	"ENSG00000159720.11"	"ATP6V0D1"	chr16	-	67445811	67445965	67452237	67452360	67444527	67444706	67453543	67453715
316	"ENSG00000102878.16"	"HSF4"	chr16	+	67167474	67167599	67167823	67167947	67167119	67167222	67168830	67168936
317	"ENSG00000159593.14"	"NAE1"	chr16	-	66827459	66827564	66827934	66828077	66826676	66826780	66830846	66830976
318	"ENSG00000159593.14"	"NAE1"	chr16	-	66827459	66827564	66827979	66828077	66826676	66826780	66830846	66830976
319	"ENSG00000089505.17"	"CMTM1"	chr16	+	66569935	66570094	66571150	66571270	66566392	66566594	66577103	66577202
320	"ENSG00000089505.17"	"CMTM1"	chr16	+	66571136	66571270	66577103	66577202	66569935	66570094	66578830	66579135
321	"ENSG00000089505.17"	"CMTM1"	chr16	+	66571136	66571270	66577103	66577202	66569935	66570094	66578846	66579135
322	"ENSG00000089505.17"	"CMTM1"	chr16	+	66574939	66575137	66577103	66577202	66571136	66571270	66578830	66579135
323	"ENSG00000089505.17"	"CMTM1"	chr16	+	66574939	66575137	66577103	66577202	66571136	66571270	66578846	66579135
324	"ENSG00000254788.7"	"CKLF-CMTM1"	chr16	+	66558189	66558348	66563121	66563217	66552678	66552793	66577103	66577202
325	"ENSG00000217555.12"	"CKLF"	chr16	+	66558189	66558348	66563121	66563217	66552568	66552793	66565885	66566072
326	"ENSG00000166548.15"	"TK2"	chr16	-	66536963	66537017	66541878	66541953	66531379	66531469	66548977	66549009
327	"ENSG00000140859.15"	"KIFC3"	chr16	-	57785463	57785666	57788574	57788713	57772222	57772288	57794998	57795141
328	"ENSG00000140859.15"	"KIFC3"	chr16	-	57785463	57785666	57790929	57791066	57772222	57772288	57794998	57795141
329	"ENSG00000140859.15"	"KIFC3"	chr16	-	57788574	57788713	57790929	57791066	57772222	57772288	57794998	57795141
330	"ENSG00000140859.15"	"KIFC3"	chr16	-	57797964	57798022	57798071	57798282	57794998	57795141	57803183	57803253
331	"ENSG00000087263.16"	"OGFOD1"	chr16	+	56454773	56454921	56458547	56458594	56453262	56453408	56462533	56462634
332	"ENSG00000140682.18"	"TGFB1I1"	chr16	+	31473681	31473734	31473834	31473977	31473440	31473556	31474151	31474239
333	"ENSG00000140682.18"	"TGFB1I1"	chr16	+	31473834	31473977	31474151	31474239	31473681	31473734	31474349	31474455
334	"ENSG00000169203.16"	"RP11-231C14.4"	chr16	-	29499997	29500083	29500142	29500274	29495478	29495607	29505472	29505630
335	"ENSG00000188603.19"	"CLN3"	chr16	-	28479461	28479586	28479643	28479741	28477736	28477877	28482104	28482198
336	"ENSG00000188603.19"	"CLN3"	chr16	-	28479461	28479586	28479643	28479765	28477736	28477877	28482104	28482198
337	"ENSG00000188603.19"	"CLN3"	chr16	-	28487661	28487741	28488590	28488662	28487455	28487541	28489289	28489386
338	"ENSG00000188603.19"	"CLN3"	chr16	-	28487661	28487741	28489289	28489386	28487455	28487541	28491481	28491560
339	"ENSG00000090905.18"	"TNRC6A"	chr16	+	24815146	24815305	24815354	24815475	24809349	24809481	24816815	24816956
340	"ENSG00000129646.14"	"QRICH2"	chr17	-	76291014	76294021	76301442	76301540	76289991	76290077	76304414	76304525
341	"ENSG00000169347.16"	"GP2"	chr16	-	20323380	20323389	20323815	20324061	20322868	20322979	20326337	20326467
342	"ENSG00000169347.16"	"GP2"	chr16	-	20323380	20323389	20323815	20324256	20322868	20322979	20326337	20326467
343	"ENSG00000169347.16"	"GP2"	chr16	-	20323815	20324202	20326337	20326467	20322868	20322979	20327466	20327507
344	"ENSG00000174628.16"	"IQCK"	chr16	+	19735352	19735450	19763847	19764112	19733697	19733827	19788837	19788922
345	"ENSG00000183889.12"	"AC138969.4"	chr16	+	16335860	16335992	16336051	16336137	16333646	16333884	16340305	16340434
346	"ENSG00000072864.14"	"NDE1"	chr16	+	15651468	15651584	15651930	15652050	15650246	15650294	15664735	15664861
347	"ENSG00000153066.12"	"TXNDC11"	chr16	-	11703669	11703750	11721313	11721435	11700451	11700564	11721576	11721670
348	"ENSG00000140650.11"	"PMM2"	chr16	+	8806315	8806407	8811078	8811178	8801798	8801910	8811637	8811713
349	"ENSG00000118894.14"	"EEF2KMT"	chr16	-	5091793	5091895	5093483	5093564	5090431	5090565	5095451	5095514
350	"ENSG00000168096.14"	"ANKS3"	chr16	-	4726658	4726780	4726978	4727177	4724749	4724831	4729979	4730151
351	"ENSG00000103415.11"	"HMOX2"	chr16	+	4483636	4483754	4488643	4488742	4476339	4476487	4505483	4505610
352	"ENSG00000153406.13"	"NMRAL1"	chr16	-	4469226	4469465	4469503	4469698	4466152	4466402	4474092	4474166
353	"ENSG00000103351.12"	"CLUAP1"	chr16	+	3506330	3506415	3508288	3508468	3504719	3504831	3512382	3512478
354	"ENSG00000122390.17"	"NAA60"	chr16	+	3479470	3479600	3482501	3482598	3476221	3476337	3483362	3483597
355	"ENSG00000215301.10"	"DDX3X"	chrX	+	41343215	41343351	41343736	41343822	41342736	41342836	41344029	41344128
356	"ENSG00000215301.10"	"DDX3X"	chrX	+	41343736	41343822	41344029	41344128	41343215	41343351	41344238	41344399
357	"ENSG00000215301.10"	"DDX3X"	chrX	+	41347639	41347915	41357832	41357939	41347311	41347451	41364273	41364472
358	"ENSG00000215301.10"	"DDX3X"	chrX	+	41347639	41347915	41357832	41358000	41347311	41347451	41364273	41364472
359	"ENSG00000270011.7"	"ZNF559-ZNF177"	chr19	+	9333014	9333113	9337795	9337858	9324694	9324780	9338493	9338582
360	"ENSG00000270011.7"	"ZNF559-ZNF177"	chr19	+	9333014	9333113	9337795	9338017	9324694	9324780	9338493	9338582
361	"ENSG00000167699.13"	"GLOD4"	chr17	-	778621	778661	778694	778744	776867	776988	780683	780738
362	"ENSG00000198223.16"	"CSF2RA"	chrX	+	1300490	1300626	1303922	1304019	1295426	1295456	1305445	1305527
363	"ENSG00000007541.16"	"PIGQ"	chr16	+	580182	580263	580857	580972	579068	579180	582247	582309
364	"ENSG00000242612.6"	"DECR2"	chr16	+	405145	405224	406345	406361	404955	405024	407424	407560
365	"ENSG00000242612.6"	"DECR2"	chr16	+	405145	405224	406345	406397	404955	405024	407424	407560
366	"ENSG00000103148.15"	"NPRL3"	chr16	-	117300	117375	119125	119255	112621	112775	130521	130591
367	"ENSG00000103148.15"	"NPRL3"	chr16	-	123506	123545	124936	125073	119125	119255	130521	130591
368	"ENSG00000140471.16"	"LINS1"	chr15	-	100580443	100580736	100580800	100580945	100580262	100580352	100602120	100602174
369	"ENSG00000219545.11"	"UMAD1"	chr7	+	7676101	7676208	7738710	7738891	7673308	7673453	7801669	7801743
370	"ENSG00000173402.11"	"DAG1"	chr3	+	49476848	49476905	49492822	49492973	49470131	49470433	49510418	49510819
371	"ENSG00000164062.12"	"APEH"	chr3	+	49676055	49676219	49676377	49676515	49675890	49675966	49676608	49676700
372	"ENSG00000089847.12"	"ANKRD24"	chr19	+	4202868	4202926	4207107	4207134	4202025	4202090	4207241	4207312
373	"ENSG00000091409.14"	"ITGA6"	chr2	+	172470973	172471105	172472773	172472890	172469124	172469380	172474054	172474265
374	"ENSG00000122335.14"	"SERAC1"	chr6	-	158128107	158128270	158130372	158130486	158120424	158120575	158143055	158143184
375	"ENSG00000122335.14"	"SERAC1"	chr6	-	158146781	158146913	158148864	158148954	158144298	158144420	158150452	158150589
376	"ENSG00000231329.7"	"RP1-225E12.2"	chr6	-	139201674	139201783	139237379	139237505	139170399	139170564	139239085	139239305
377	"ENSG00000167535.7"	"CACNB3"	chr12	+	48823680	48823803	48824257	48824373	48823343	48823466	48824668	48824733
378	"ENSG00000167535.7"	"CACNB3"	chr12	+	48824948	48824968	48825162	48825243	48824668	48824733	48825433	48825492
379	"ENSG00000140416.20"	"TPM1"	chr15	+	63043705	63043831	63044026	63044152	63042757	63042943	63056984	63057118
380	"ENSG00000140416.20"	"TPM1"	chr15	+	63061197	63061273	63061712	63061788	63060868	63060939	63062214	63062277
381	"ENSG00000175224.16"	"ATG13"	chr11	+	46621041	46621157	46630044	46630100	46618324	46618375	46644278	46644360
382	"ENSG00000175224.16"	"ATG13"	chr11	+	46621059	46621157	46630044	46630100	46618324	46618375	46644278	46644360
383	"ENSG00000175224.16"	"ATG13"	chr11	+	46630896	46630991	46632322	46632459	46630044	46630100	46644278	46644360
384	"ENSG00000123485.11"	"HJURP"	chr2	-	233847396	233847461	233849762	233849859	233845727	233845820	233852564	233852620
385	"ENSG00000265241.6"	"RBM8A"	chr1	-	145919186	145919306	145923508	145923573	145917780	145917816	145925862	145925927
386	"ENSG00000111834.12"	"RSPH4A"	chr6	+	116627628	116628369	116629566	116629702	116622767	116623002	116630434	116630552
387	"ENSG00000155111.14"	"CDK19"	chr6	-	110632029	110632161	110638648	110638706	110627001	110627145	110667433	110667574
388	"ENSG00000135535.16"	"CD164"	chr6	-	109370410	109370467	109376073	109376112	109366517	109369017	109377899	109377971
389	"ENSG00000196141.13"	"SPATS2L"	chr2	+	200372108	200372251	200378140	200378371	200329430	200329480	200389222	200389283
390	"ENSG00000196141.13"	"SPATS2L"	chr2	+	200372108	200372251	200383866	200384017	200329430	200329480	200389222	200389283
391	"ENSG00000196141.13"	"SPATS2L"	chr2	+	200378140	200378371	200383866	200384017	200329430	200329480	200389222	200389283
392	"ENSG00000237125.9"	"HAND2-AS1"	chr4	+	173536847	173536970	173559096	173559201	173530966	173531078	173582704	173582878
393	"ENSG00000164414.17"	"SLC35A1"	chr6	+	87506381	87506448	87508419	87508596	87501157	87501310	87509040	87509175
394	"ENSG00000161040.16"	"FBXL13"	chr7	-	102822382	102822440	102832839	102832974	102822039	102822203	102854776	102854860
395	"ENSG00000161040.16"	"FBXL13"	chr7	-	102832839	102832974	102854776	102854860	102822039	102822203	102877466	102877593
396	"ENSG00000161040.16"	"FBXL13"	chr7	-	103046808	103047020	103055087	103055178	103029350	103029418	103055643	103055747
397	"ENSG00000103978.15"	"TMEM87A"	chr15	-	42231191	42231260	42231843	42231915	42228711	42228820	42233212	42233306
398	"ENSG00000225963.7"	"AC009950.2"	chr2	+	230172424	230172515	230172569	230172802	230172098	230172193	230173687	230173988
399	"ENSG00000163517.14"	"HDAC11"	chr3	+	13483463	13483564	13501870	13501933	13481245	13481394	13502883	13502980
